['昵称', '评论', '时间']
['木鱼', '作为一个老漫威迷！这是一个钢铁时代的结束，是新时代的开始！以钢铁侠开始，又以钢铁侠结束！凡人之躯，堪比神明！𝓘 𝓵𝓸𝓿𝓮 𝔂𝓸𝓾 𝓽𝓱𝓻𝓮𝓮 𝓽𝓱𝓸𝓾𝓼𝓪𝓷𝓭 𝓽𝓲𝓶𝓮𝓼❤', '2019-05-05 20:42:51']
['jojo 💕', '看不懂，没吸引力', '2019-05-05 20:42:44']
['shiw11566', '也就那样，被炒的，', '2019-05-05 20:42:37']
['人才', '好看的一批啊', '2019-05-05 20:42:20']
['bubbIegum', '二刷了，说不好看的，真的永远不会懂，对于漫威迷来说，尤其是对喜欢支持他们十年的粉丝，绝对对得起我们，这是我们的信仰和支柱，电影的每一个镜头，每一句话每一位英雄，都是我的信仰，是他们教会了我爱♥\nMARVEL–Avengers\nLove you forever.', '2019-05-05 20:42:03']
['郑琳137', '后面群战还行，前面的一种沉闷的基调。对了，我喜欢的灭霸死了，不开心。', '2019-05-05 20:41:47']
['夜~行~者！', '好看！想看5了', '2019-05-05 20:41:30']
['·Christie', '超级好看，不愧是漫威！', '2019-05-05 20:41:28']
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
988
['〆、Vitamin  ゝ', 'I love you three thousand times', '2019-05-05 20:43:05']
['木鱼', '作为一个老漫威迷！这是一个钢铁时代的结束，是新时代的开始！以钢铁侠开始，又以钢铁侠结束！凡人之躯，堪比神明！𝓘 𝓵𝓸𝓿𝓮 𝔂𝓸𝓾 𝓽𝓱𝓻𝓮𝓮 𝓽𝓱𝓸𝓾𝓼𝓪𝓷𝓭 𝓽𝓲𝓶𝓮𝓼❤', '2019-05-05 20:42:51']
['jojo 💕', '看不懂，没吸引力', '2019-05-05 20:42:44']
['shiw11566', '也就那样，被炒的，', '2019-05-05 20:42:37']
['人才', '好看的一批啊', '2019-05-05 20:42:20']
['bubbIegum', '二刷了，说不好看的，真的永远不会懂，对于漫威迷来说，尤其是对喜欢支持他们十年的粉丝，绝对对得起我们，这是我们的信仰和支柱，电影的每一个镜头，每一句话每一位英雄，都是我的信仰，是他们教会了我爱♥\nMARVEL–Avengers\nLove you forever.', '2019-05-05 20:42:03']
['郑琳137', '后面群战还行，前面的一种沉闷的基调。对了，我喜欢的灭霸死了，不开心。', '2019-05-05 20:41:47']
['夜~行~者！', '好看！想看5了', '2019-05-05 20:41:30']
['·Christie', '超级好看，不愧是漫威！', '2019-05-05 20:41:28']
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
989
['木鱼', '作为一个老漫威迷！这是一个钢铁时代的结束，是新时代的开始！以钢铁侠开始，又以钢铁侠结束！凡人之躯，堪比神明！𝓘 𝓵𝓸𝓿𝓮 𝔂𝓸𝓾 𝓽𝓱𝓻𝓮𝓮 𝓽𝓱𝓸𝓾𝓼𝓪𝓷𝓭 𝓽𝓲𝓶𝓮𝓼❤', '2019-05-05 20:42:51']
['jojo 💕', '看不懂，没吸引力', '2019-05-05 20:42:44']
['shiw11566', '也就那样，被炒的，', '2019-05-05 20:42:37']
['人才', '好看的一批啊', '2019-05-05 20:42:20']
['bubbIegum', '二刷了，说不好看的，真的永远不会懂，对于漫威迷来说，尤其是对喜欢支持他们十年的粉丝，绝对对得起我们，这是我们的信仰和支柱，电影的每一个镜头，每一句话每一位英雄，都是我的信仰，是他们教会了我爱♥\nMARVEL–Avengers\nLove you forever.', '2019-05-05 20:42:03']
['郑琳137', '后面群战还行，前面的一种沉闷的基调。对了，我喜欢的灭霸死了，不开心。', '2019-05-05 20:41:47']
['夜~行~者！', '好看！想看5了', '2019-05-05 20:41:30']
['·Christie', '超级好看，不愧是漫威！', '2019-05-05 20:41:28']
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
['OJd981689489', '太好看了吧……', '2019-05-05 20:40:38']
990
['jojo 💕', '看不懂，没吸引力', '2019-05-05 20:42:44']
['shiw11566', '也就那样，被炒的，', '2019-05-05 20:42:37']
['人才', '好看的一批啊', '2019-05-05 20:42:20']
['bubbIegum', '二刷了，说不好看的，真的永远不会懂，对于漫威迷来说，尤其是对喜欢支持他们十年的粉丝，绝对对得起我们，这是我们的信仰和支柱，电影的每一个镜头，每一句话每一位英雄，都是我的信仰，是他们教会了我爱♥\nMARVEL–Avengers\nLove you forever.', '2019-05-05 20:42:03']
['郑琳137', '后面群战还行，前面的一种沉闷的基调。对了，我喜欢的灭霸死了，不开心。', '2019-05-05 20:41:47']
['夜~行~者！', '好看！想看5了', '2019-05-05 20:41:30']
['·Christie', '超级好看，不愧是漫威！', '2019-05-05 20:41:28']
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
['OJd981689489', '太好看了吧……', '2019-05-05 20:40:38']
['AlU343361873', '看个科幻片特效都没，全程看一群怪兽聊天', '2019-05-05 20:40:25']
991
['shiw11566', '也就那样，被炒的，', '2019-05-05 20:42:37']
['人才', '好看的一批啊', '2019-05-05 20:42:20']
['bubbIegum', '二刷了，说不好看的，真的永远不会懂，对于漫威迷来说，尤其是对喜欢支持他们十年的粉丝，绝对对得起我们，这是我们的信仰和支柱，电影的每一个镜头，每一句话每一位英雄，都是我的信仰，是他们教会了我爱♥\nMARVEL–Avengers\nLove you forever.', '2019-05-05 20:42:03']
['郑琳137', '后面群战还行，前面的一种沉闷的基调。对了，我喜欢的灭霸死了，不开心。', '2019-05-05 20:41:47']
['夜~行~者！', '好看！想看5了', '2019-05-05 20:41:30']
['·Christie', '超级好看，不愧是漫威！', '2019-05-05 20:41:28']
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
['OJd981689489', '太好看了吧……', '2019-05-05 20:40:38']
['AlU343361873', '看个科幻片特效都没，全程看一群怪兽聊天', '2019-05-05 20:40:25']
['雪狼8002', '特效炸裂酷炫。', '2019-05-05 20:40:20']
992
['人才', '好看的一批啊', '2019-05-05 20:42:20']
['bubbIegum', '二刷了，说不好看的，真的永远不会懂，对于漫威迷来说，尤其是对喜欢支持他们十年的粉丝，绝对对得起我们，这是我们的信仰和支柱，电影的每一个镜头，每一句话每一位英雄，都是我的信仰，是他们教会了我爱♥\nMARVEL–Avengers\nLove you forever.', '2019-05-05 20:42:03']
['郑琳137', '后面群战还行，前面的一种沉闷的基调。对了，我喜欢的灭霸死了，不开心。', '2019-05-05 20:41:47']
['夜~行~者！', '好看！想看5了', '2019-05-05 20:41:30']
['·Christie', '超级好看，不愧是漫威！', '2019-05-05 20:41:28']
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
['OJd981689489', '太好看了吧……', '2019-05-05 20:40:38']
['AlU343361873', '看个科幻片特效都没，全程看一群怪兽聊天', '2019-05-05 20:40:25']
['雪狼8002', '特效炸裂酷炫。', '2019-05-05 20:40:20']
['{→_→}', '好看真好看呀', '2019-05-05 20:40:10']
993
['bubbIegum', '二刷了，说不好看的，真的永远不会懂，对于漫威迷来说，尤其是对喜欢支持他们十年的粉丝，绝对对得起我们，这是我们的信仰和支柱，电影的每一个镜头，每一句话每一位英雄，都是我的信仰，是他们教会了我爱♥\nMARVEL–Avengers\nLove you forever.', '2019-05-05 20:42:03']
['郑琳137', '后面群战还行，前面的一种沉闷的基调。对了，我喜欢的灭霸死了，不开心。', '2019-05-05 20:41:47']
['夜~行~者！', '好看！想看5了', '2019-05-05 20:41:30']
['·Christie', '超级好看，不愧是漫威！', '2019-05-05 20:41:28']
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
['OJd981689489', '太好看了吧……', '2019-05-05 20:40:38']
['AlU343361873', '看个科幻片特效都没，全程看一群怪兽聊天', '2019-05-05 20:40:25']
['雪狼8002', '特效炸裂酷炫。', '2019-05-05 20:40:20']
['{→_→}', '好看真好看呀', '2019-05-05 20:40:10']
['特大风雨', '没前几部好看，', '2019-05-05 20:40:09']
994
['郑琳137', '后面群战还行，前面的一种沉闷的基调。对了，我喜欢的灭霸死了，不开心。', '2019-05-05 20:41:47']
['夜~行~者！', '好看！想看5了', '2019-05-05 20:41:30']
['·Christie', '超级好看，不愧是漫威！', '2019-05-05 20:41:28']
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
['OJd981689489', '太好看了吧……', '2019-05-05 20:40:38']
['AlU343361873', '看个科幻片特效都没，全程看一群怪兽聊天', '2019-05-05 20:40:25']
['雪狼8002', '特效炸裂酷炫。', '2019-05-05 20:40:20']
['{→_→}', '好看真好看呀', '2019-05-05 20:40:10']
['特大风雨', '没前几部好看，', '2019-05-05 20:40:09']
['筱十一', '有点好哈哈哈', '2019-05-05 20:39:52']
995
['夜~行~者！', '好看！想看5了', '2019-05-05 20:41:30']
['·Christie', '超级好看，不愧是漫威！', '2019-05-05 20:41:28']
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
['OJd981689489', '太好看了吧……', '2019-05-05 20:40:38']
['AlU343361873', '看个科幻片特效都没，全程看一群怪兽聊天', '2019-05-05 20:40:25']
['雪狼8002', '特效炸裂酷炫。', '2019-05-05 20:40:20']
['{→_→}', '好看真好看呀', '2019-05-05 20:40:10']
['特大风雨', '没前几部好看，', '2019-05-05 20:40:09']
['筱十一', '有点好哈哈哈', '2019-05-05 20:39:52']
['萨拉丁与艾米拉', '剧情有点乱，感觉一般', '2019-05-05 20:39:50']
996
['·Christie', '超级好看，不愧是漫威！', '2019-05-05 20:41:28']
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
['OJd981689489', '太好看了吧……', '2019-05-05 20:40:38']
['AlU343361873', '看个科幻片特效都没，全程看一群怪兽聊天', '2019-05-05 20:40:25']
['雪狼8002', '特效炸裂酷炫。', '2019-05-05 20:40:20']
['{→_→}', '好看真好看呀', '2019-05-05 20:40:10']
['特大风雨', '没前几部好看，', '2019-05-05 20:40:09']
['筱十一', '有点好哈哈哈', '2019-05-05 20:39:52']
['萨拉丁与艾米拉', '剧情有点乱，感觉一般', '2019-05-05 20:39:50']
['A0开锁换锁下水道13086592627', '真的好看，特别是最后的打斗', '2019-05-05 20:39:46']
997
['PC218812', '太搂了，没意思，看着没劲', '2019-05-05 20:41:18']
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
['OJd981689489', '太好看了吧……', '2019-05-05 20:40:38']
['AlU343361873', '看个科幻片特效都没，全程看一群怪兽聊天', '2019-05-05 20:40:25']
['雪狼8002', '特效炸裂酷炫。', '2019-05-05 20:40:20']
['{→_→}', '好看真好看呀', '2019-05-05 20:40:10']
['特大风雨', '没前几部好看，', '2019-05-05 20:40:09']
['筱十一', '有点好哈哈哈', '2019-05-05 20:39:52']
['萨拉丁与艾米拉', '剧情有点乱，感觉一般', '2019-05-05 20:39:50']
['A0开锁换锁下水道13086592627', '真的好看，特别是最后的打斗', '2019-05-05 20:39:46']
['情吕先生', '一般般，有点看不懂', '2019-05-05 20:39:40']
998
['치유 자', '好看太好看了', '2019-05-05 20:40:59']
['张Wency', '电影还可以，但是电影院的3D眼镜是真的很差，才不干净，感觉很模糊，我和我老公的都看不清，边上的人直接没带！', '2019-05-05 20:40:59']
['朱炯～18674470798', '字幕模糊不清，全是回忆杀！晚上看容易打瞌睡！', '2019-05-05 20:40:56']
['吃瓜群众', '奈斯无法用言语表达', '2019-05-05 20:40:42']
['Li', '不错，三个小时是有点长。', '2019-05-05 20:40:39']
['OJd981689489', '太好看了吧……', '2019-05-05 20:40:38']
['AlU343361873', '看个科幻片特效都没，全程看一群怪兽聊天', '2019-05-05 20:40:25']
['雪狼8002', '特效炸裂酷炫。', '2019-05-05 20:40:20']
['{→_→}', '好看真好看呀', '2019-05-05 20:40:10']
['特大风雨', '没前几部好看，', '2019-05-05 20:40:09']
['筱十一', '有点好哈哈哈', '2019-05-05 20:39:52']
['萨拉丁与艾米拉', '剧情有点乱，感觉一般', '2019-05-05 20:39:50']
['A0开锁换锁下水道13086592627', '真的好看，特别是最后的打斗', '2019-05-05 20:39:46']
['情吕先生', '一般般，有点看不懂', '2019-05-05 20:39:40']
['中国香道师-刘亚东', '以抒情来结局，还是很好的', '2019-05-05 20:39:28']
